0.1072493	0.2747224	0.7012109	0.8521873	0	0	0.08639804	0.08639804	
0.1438762	0.04896448	0.03458842	0.004062963	0.1915295	0.0651241	0	0	
0.0438696	0	0.0438696	0	0.1627336	0.05070322	0.1627336	0.1216567	
0.4784616	0.3090848	0.1682186	0	0.1860415	0.1860415	0.009116785	0.009116785	
0.4921484	0.2080682	0.00516363	0.00516363	0.5199023	0.2358221	0.07261048	0.07261048	
0.2091804	0.08160057	0.05362799	0.01214338	0.05811596	0	0.01334363	0	
0.2632417	0.06668377	0.3167329	0	0.140699	0	0.1455383	0	
0	0.2096049	0.06912472	0.3209106	0	0	0.04164064	0.319516	
0.01974587	0	0.01974587	0	0.8208048	0.71281	0.6445683	0.5365734	
0.08356273	0.05823909	0.1136753	0.08835169	0.6055833	0.5095506	0.6848214	0.3393547	
0.1117754	0.1024599	0.003406186	0	0.7843119	0.8726015	0.3177297	0.7963025	
0.2000145	0.1196751	0.07427367	0	0.06861164	0	0.04624567	0	
0	0	0.09753431	0.09753431	0.8477437	0.6738602	1.047528	0.9854447	
0.008457471	0.008457471	0.02066487	0	0.2325744	0.1501637	0.5603942	0.1792518	
0.1420649	0	0.1258435	0	0.1368641	0	0.1368641	0	
0.07101743	0.008712817	0.07101743	0.008712817	0.2314138	0.0965958	0.03439335	0.02625014	
0.5928266	0.40717	0.3816615	0.2288332	0.02753696	0	0.01140672	0.01140672	
0.06404521	0	0.2368909	0.08936069	0.05551197	0	0.1125281	0	
0.1872551	0.04232015	0.0599261	0	0.168785	0.007238777	0.0420454	0	
0.03805737	0	0.04937747	0	0.1385626	0.05994474	0.2876751	0.1941259	
0.04265521	0	0.04265521	0	0.2175354	0.2276624	0.31507	0.325197	
0.5121741	0.3522747	0.004044632	0	0.4187016	0.2299641	0.03405222	0.02345983	
0.1386618	0.1826113	0	0.006046022	0.1491913	0.1601627	0.02166058	0.03263194	
0	0	0.926939	0.5280426	0	0	0.7545633	0.8355735	
0.7002905	0.6729853	0.6550996	0.6277944	0.01949278	0	0.01949278	0	
0.2991387	0.381902	0.007451619	0.1601792	0.0328214	0.05403774	0	0	
0.3276041	0.484381	0.01224321	0.09420265	0.03391814	0.08653819	0	0	
0.2677188	0.4357949	0.02120343	0.1906775	0.01781853	0.2135849	0	0.02202182	
0.1843664	0.3079209	0.2852227	0.4087771	0.04243887	0	0.04243887	0	
0.2217014	0.1227	0.0956644	0	0.1483653	0	0.1483653	0	
0.3090886	0.06262446	0.8332666	0.4466765	0	0	0.4130678	0.08180756	
0	0.1607805	0	0.1189043	0.03557958	0.7024118	0	0.6578812	
0.42378	0.4522423	0.2721814	0.3166093	0	0	0.01563929	0.01563929	
0.03954571	0.03954571	0	0	0.2696286	0.103011	0.1684254	0.04821322	
0	0.02118542	0.2379548	0.1087462	0	0.02118542	0.1110423	0.1169492	
0.01568218	0.01971335	0.01568218	0.01971335	0.0115336	0.07589332	0.1082257	0.1810159	
0.1267811	0.03621635	0.04295538	0.01328268	0.1916796	0.05097746	0.1016194	7.807486e-05	
0.1047776	0.3087166	0.1047776	0.3087166	0	0.03463723	0	0.03463723	
0.469367	0.1464162	0.4872711	0.1760427	0.06178738	0	0.06178738	0	
0.2050298	0.2050295	0.1606209	0.1406862	0.1220055	0.1091288	0.01044472	0	
0.1661875	0.1084247	0.02762987	0	0.8977915	0.725451	0.381654	0.196889	
0.0494863	0.2351212	0.0494863	0.2489825	0.00562905	0.009870355	0.00562905	0.009870355	
0.4277671	0.1919669	0.1932411	0.08476279	0.1418676	0	0.09091046	0.04186763	
0.04871031	0.1696101	0	0	0.1833282	0.1578884	0.1257885	0.01311533	
0.4602607	0.1739847	0.4094268	0	0.04576814	0.04576814	0	0	
0.4710779	0.2156554	0.2717972	0.03710359	0.06949192	0.03602448	0	0	
0.495496	0.4601336	0	0	0.3991174	0.3991174	0.04099509	0.04099509	
0.03663185	0.03663185	0	0	0.3333667	0.314577	0.2225719	0.2037822	
0	0.06581935	0	0.06581935	0.34278	0.3387778	0.34278	0.3387778	
